사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
카페마일로앤일광상회(cafe MILO&일광상회),경상남도,진주시,경상남도 진주시 일반성면 동부로2060번길 1,경상남도 진주시 일반성면 개암리 477-7,35.1694487647,128.2868390329,40,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페이로움135,경상남도,진주시,경상남도 진주시 도동천로 135-1,경상남도 진주시 상대동 242-8,35.1826632582,128.1135663943,63.48,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
천씨씨커피보건대점,경상남도,진주시,경상남도 진주시 창렬로98번길 1,경상남도 진주시 상봉동 1105-16,35.1972126278,128.06869894,19.34,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
밀레다임커피,경상남도,진주시,경상남도 진주시 진주대로1087번길 3,경상남도 진주시 평안동 205,35.1963396085,128.0827219799,131.6,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
구내매점,경상남도,진주시,경상남도 진주시 동진로 16,경상남도 진주시 칠암동 489-2,35.178003232,128.0933507419,6.6,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
마롱,경상남도,진주시,경상남도 진주시 초전북로61번길 16-5,경상남도 진주시 초전동 1723-15,35.2100349017,128.1140674308,68.02,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
천씨씨커피,경상남도,진주시,경상남도 진주시 초전북로52번길 31,경상남도 진주시 초전동 1638-8,35.2060685279,128.1137686968,50.54,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
제이블룸,경상남도,진주시,경상남도 진주시 신평공원길 21,경상남도 진주시 평거동 778-19,35.1709765392,128.0660262708,44.42,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더웨이닝(진주혁신점),경상남도,진주시,경상남도 진주시 에나로128번길 26,경상남도 진주시 충무공동 289-4,35.1757520317,128.1443598891,423.8,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
로터스커피앤베이커리,경상남도,진주시,경상남도 진주시 정촌면 강주길 24,경상남도 진주시 정촌면 예하리 908-6,35.1141731142,128.0944487748,649.98,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
좋은친구,경상남도,진주시,경상남도 진주시 석갑로 132,경상남도 진주시 신안동 409-2,35.181960104,128.0632374494,9.9,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
마망구떼,경상남도,진주시,경상남도 진주시 강남로 169,경상남도 진주시 칠암동 529-18,35.1832960418,128.0954640116,37.59,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
로만틱진주,경상남도,진주시,경상남도 진주시 정촌면 화개천로 100,경상남도 진주시 정촌면 예하리 1300-12,35.1262462543,128.1025517249,210.15,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
씨스(sis rostery cafe),경상남도,진주시,경상남도 진주시 에나로 103-9,경상남도 진주시 충무공동 38-2,35.1785834122,128.1402456937,43,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
블루포트진주교대점,경상남도,진주시,경상남도 진주시 진양호로369번길 3,경상남도 진주시 신안동 380,35.1858250841,128.0679685022,23.75,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
빛날:빈,경상남도,진주시,경상남도 진주시 천수로 142,경상남도 진주시 망경동 535-27,35.17733074,128.0859911693,37.67,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
브레드슈,경상남도,진주시,경상남도 진주시 진양호로97번길 19-5,경상남도 진주시 평거동 739-9,35.1689124351,128.0498691186,40,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
쿠키레이디,경상남도,진주시,경상남도 진주시 진주성로 108-1,경상남도 진주시 상봉동 1018-22,35.1992203572,128.0755198826,66.58,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
크리에이티브코업(creative coop),경상남도,진주시,경상남도 진주시 동부로169번길 12,경상남도 진주시 충무공동 69-3,35.1648818481,128.1272792811,73.92,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페미송,경상남도,진주시,경상남도 진주시 진주대로930번길 20,경상남도 진주시 칠암동 517-1,35.1837391757,128.0910149876,30,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
실버카페 더(The)하모니 익룡발자국전시관점,경상남도,진주시,경상남도 진주시 영천강로68번길 22,경상남도 진주시 충무공동 136,35.1686899387,128.1396163673,31.95,055-747-1950,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
알로하커피,경상남도,진주시,경상남도 진주시 비봉로34번길 11,경상남도 진주시 중안동 5-9,35.1940873,128.0820822827,92.4,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
윈드밀커피,경상남도,진주시,경상남도 진주시 남강로 495,경상남도 진주시 신안동 27-27,35.1822689787,128.0735056438,273.05,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
베이커디,경상남도,진주시,경상남도 진주시 진주대로 1039,경상남도 진주시 동성동 9-4,35.192442743,128.0843743883,56.1,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
나라주스,경상남도,진주시,경상남도 진주시 비봉로23번길 5,경상남도 진주시 중안동 15-5,35.1925751843,128.0809424367,20.3,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페힐,경상남도,진주시,경상남도 진주시 진양호로293번길 16-2,경상남도 진주시 신안동 890-1,35.1798875846,128.0633162826,166.47,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
하태커피 로스터스,경상남도,진주시,경상남도 진주시 도동로248번길 21,경상남도 진주시 하대동 317-25,35.1926423873,128.1242416946,74.64,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페비,경상남도,진주시,경상남도 진주시 새평거로 129,경상남도 진주시 평거동 908,35.1709118657,128.0610741226,35.1,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
메가엠지씨커피 진주정촌점,경상남도,진주시,경상남도 진주시 정촌면 삼일로72번길 12,경상남도 진주시 정촌면 예하리 1289-1,35.1262712018,128.0992696838,50.22,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
음료충전소,경상남도,진주시,경상남도 진주시 금곡면 월아산로 620,경상남도 진주시 금곡면 정자리 1061,35.1310707139,128.1719843431,32.4,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페봄봄 진주정촌점,경상남도,진주시,경상남도 진주시 정촌면 삼일로106번길 8,경상남도 진주시 정촌면 예하리 1286,35.1288118222,128.0993178703,42,055-920-2808,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
엠스에스프레소커피(Ms Espresso coffee),경상남도,진주시,경상남도 진주시 진주대로920번길 13,경상남도 진주시 칠암동 514-6,35.1829023049,128.0907362652,81,055-742-3550,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더벤티,경상남도,진주시,경상남도 진주시 평거로 26,경상남도 진주시 평거동 784-1,35.1726545134,128.0641386533,36.3,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페로빈(CAFE로빈),경상남도,진주시,경상남도 진주시 초전북로39번길 5-23,경상남도 진주시 초전동 1676-2,35.2092053241,128.1094475391,102,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페메이,경상남도,진주시,경상남도 진주시 소호로 101,경상남도 진주시 충무공동 15-4,35.1772402443,128.1346375069,15.77,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페디어제이,경상남도,진주시,경상남도 진주시 금산면 금산순환로12번길 10-2,경상남도 진주시 금산면 장사리 2161-1,35.2152480607,128.1472359959,78.99,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
진주빈스토리,경상남도,진주시,경상남도 진주시 동진로 440,경상남도 진주시 충무공동 35,35.1801540327,128.1398412567,59.51,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페다올,경상남도,진주시,경상남도 진주시 초전북로61번길 20-31,경상남도 진주시 초전동 1721-3,35.2115015518,128.1149514188,138,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
봉선당,경상남도,진주시,경상남도 진주시 선학산길 91,경상남도 진주시 하대동 410,35.1881989533,128.1134180628,45,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
커피몽드,경상남도,진주시,경상남도 진주시 평거로5번길 18,경상남도 진주시 평거동 203-3,35.1728187065,128.0614194219,211.35,0507-1317-9606,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
1000CC커피,경상남도,진주시,경상남도 진주시 남강로309번길 42-26,경상남도 진주시 평거동 899,35.1720825965,128.0596401882,20.79,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피,경상남도,진주시,경상남도 진주시 가좌길 25,경상남도 진주시 가좌동 858-10,35.15634338,128.1049548362,36.8,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
제이제이카파로스터스예술회관점,경상남도,진주시,경상남도 진주시 강남로 215,경상남도 진주시 칠암동 500-15,35.1872737249,128.0917440127,104.85,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
헤르몬의이슬(진주삼일교회),경상남도,진주시,경상남도 진주시 석갑로91번길 8-17,경상남도 진주시 신안동 851-5,35.1812393264,128.0610387302,89.62,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
급식실,경상남도,진주시,경상남도 진주시 대신로475번길 16-13,경상남도 진주시 초전동 925-11,35.2029403492,128.1143425536,52.06,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페동진,경상남도,진주시,경상남도 진주시 도동로184번길 16,경상남도 진주시 하대동 133-25,35.1866669111,128.1239278403,53.69,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
공간이음,경상남도,진주시,경상남도 진주시 사봉면 동부로1769번길 27,경상남도 진주시 사봉면 무촌리 461-1,35.1817635909,128.2637131428,92.54,055-795-2579,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
보보스101,경상남도,진주시,경상남도 진주시 진주대로 1110,경상남도 진주시 계동 38,35.1972763438,128.0812881152,223,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
줄라이세컨드,경상남도,진주시,경상남도 진주시 가좌길78번길 9,경상남도 진주시 가좌동 1432-10,35.1601943158,128.1066992715,32,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
빅독,경상남도,진주시,경상남도 진주시 말티고개로 90-1,경상남도 진주시 하대동 658-1,35.1969631149,128.1112554626,243,0507-1347-0412,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
보드레커피,경상남도,진주시,경상남도 진주시 남강로373번길 22,경상남도 진주시 평거동 766-8,35.1731863252,128.0664907892,49.5,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
눈꽃플로라,경상남도,진주시,경상남도 진주시 문산읍 소문길 29-1,경상남도 진주시 문산읍 소문리 153-77,35.1706947772,128.164875605,33,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
먹을래싸갈래,경상남도,진주시,경상남도 진주시 진주대로1070번길 3,경상남도 진주시 대안동 6-9,35.1951034718,128.083921258,60.02,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
티디에이(TDA),경상남도,진주시,경상남도 진주시 진주대로986번길 8-1,경상남도 진주시 강남동 2,35.1876004753,128.0874835718,38.85,055-752-7389,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
차분히커피,경상남도,진주시,경상남도 진주시 진양호로 75,경상남도 진주시 판문동 268-53,35.1672134737,128.0481620136,174.24,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
그라운드헤븐,경상남도,진주시,경상남도 진주시 대신로 626-13,경상남도 진주시 초전동 1229-6,35.2156819332,128.1130513898,282.09,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
얼로우미커피,경상남도,진주시,경상남도 진주시 개양로5번길 6,경상남도 진주시 가좌동 454-3,35.1562938582,128.1080478882,70.1,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
달달올리,경상남도,진주시,경상남도 진주시 공단로 14,경상남도 진주시 상평동 277-5,35.1747809786,128.1013599062,32.4,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
두번째골목,경상남도,진주시,경상남도 진주시 모덕로275번길 18,경상남도 진주시 하대동 103-58,35.1905685678,128.1242252008,80.28,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
